GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,NAME,JN9E001,JN9E002,JN9E003,JN9E004,JN9E005,JN9E006,JN9E007,JN9E008,JN9E009,JN9E010,JN9E011,JN9E012,JN9E013,JN9E014,JN9E015,JN9E016,JN9E017,JN9E018,JN9E019,JN9E020,JN9E021,JN9E022,JN9E023,JN9E024,JN9E025,JN9E026,JN9E027,JN9E028,JN9E029,JN9E030,JN9E031,JN9E032,JN9E033,JN9E034,JN9E035,JN9M001,JN9M002,JN9M003,JN9M004,JN9M005,JN9M006,JN9M007,JN9M008,JN9M009,JN9M010,JN9M011,JN9M012,JN9M013,JN9M014,JN9M015,JN9M016,JN9M017,JN9M018,JN9M019,JN9M020,JN9M021,JN9M022,JN9M023,JN9M024,JN9M025,JN9M026,JN9M027,JN9M028,JN9M029,JN9M030,JN9M031,JN9M032,JN9M033,JN9M034,JN9M035
G4201010036700,2006-2010,Pennsylvania,42,Philadelphia County,101,36700,Census Tract 367, Philadelphia County, Pennsylvania,1830,932,0,0,0,40,0,30,0,32,208,8,66,81,316,73,56,22,898,0,6,37,0,0,8,9,9,78,15,72,91,333,169,39,32,236,132,109,109,109,54,109,29,109,28,83,12,48,65,92,54,39,27,197,109,10,46,109,109,13,14,13,40,18,54,63,146,70
G4201010037600,2006-2010,Pennsylvania,42,Philadelphia County,101,37600,Census Tract 376, Philadelphia County, Pennsylvania,1643,1047,19,8,0,81,10,71,83,48,238,46,69,0,182,76,102,14,596,16,0,19,10,0,27,23,18,37,0,9,22,229,61,116,9,332,296,31,13,109,68,16,58,51,63,117,41,59,109,81,59,66,24,116,18,109,31,16,109,35,27,16,38,109,16,24,86,55
G4201010038600,2006-2010,Pennsylvania,42,Philadelphia County,101,38600,Census Tract 386, Philadelphia County, Pennsylvania,1101,559,0,0,0,0,0,0,0,6,67,32,17,11,147,127,110,42,542,0,0,0,0,0,0,0,0,69,6,21,57,199,131,18,41,128,116,109,109,109,109,109,109,109,14,54,30,29,15,83,65,91,39,97,109,109,109,109,109,109,109,109,52,10,25,50,100,65
G4201010038500,2006-2010,Pennsylvania,42,Philadelphia County,101,38500,Census Tract 385, Philadelphia County, Pennsylvania,1375,663,0,0,12,11,31,0,32,0,60,20,65,7,128,140,59,98,712,0,0,0,0,23,0,0,7,76,45,36,7,219,167,64,68,325,243,109,109,18,19,39,109,40,109,61,23,56,12,57,60,42,52,123,109,109,109,109,37,109,109,10,52,35,30,12,73,65
G4201010038700,2006-2010,Pennsylvania,42,Philadelphia County,101,38700,Census Tract 387, Philadelphia County, Pennsylvania,1360,557,0,0,0,0,0,0,0,0,52,33,10,0,282,56,58,66,803,0,0,0,47,0,0,0,0,95,12,29,60,289,169,33,69,190,94,109,109,109,109,109,109,109,109,37,39,15,109,119,42,54,51,152,109,109,109,54,109,109,109,109,72,24,27,38,87,131
G4201010038800,2006-2010,Pennsylvania,42,Philadelphia County,101,38800,Census Tract 388, Philadelphia County, Pennsylvania,2687,1049,0,0,0,0,0,28,37,8,101,0,117,32,304,261,87,74,1638,0,0,18,11,13,53,0,39,327,23,81,103,269,525,76,100,214,148,109,109,109,109,109,42,58,17,65,109,75,28,98,80,44,43,163,109,109,28,18,20,67,109,33,127,26,52,76,93,112
G4201010038900,2006-2010,Pennsylvania,42,Philadelphia County,101,38900,Census Tract 389, Philadelphia County, Pennsylvania,2511,1211,0,11,56,76,38,39,69,0,386,76,288,32,84,49,7,0,1300,21,5,7,8,40,65,51,62,417,116,185,0,233,57,10,23,448,274,109,18,69,66,31,27,56,109,193,61,123,31,55,61,12,109,267,29,8,12,13,45,50,33,54,164,74,95,109,110,40
G4201010980000,2006-2010,Pennsylvania,42,Philadelphia County,101,980000,Census Tract 9800, Philadelphia County, Pennsylvania,137,95,0,0,0,0,0,0,0,0,0,11,26,0,58,0,0,0,42,0,0,0,0,0,0,0,0,12,0,11,0,11,8,0,0,76,65,109,109,109,109,109,109,109,109,109,21,28,109,58,109,109,109,35,109,109,109,109,109,109,109,109,19,109,18,109,19,16
G4201010026900,2006-2010,Pennsylvania,42,Philadelphia County,101,26900,Census Tract 269, Philadelphia County, Pennsylvania,1630,841,0,0,44,25,7,16,60,7,285,43,114,32,165,32,0,11,789,11,0,0,67,9,8,9,16,317,16,131,9,108,67,13,8,222,119,109,109,52,43,14,19,52,13,95,52,72,34,90,53,109,17,203,17,109,109,42,15,14,14,19,136,29,67,17,45,71
G4201010027000,2006-2010,Pennsylvania,42,Philadelphia County,101,27000,Census Tract 270, Philadelphia County, Pennsylvania,1701,861,2,1,0,0,0,11,12,13,322,1,271,48,64,89,15,12,840,32,0,1,0,0,22,54,41,271,60,107,123,119,10,0,0,266,203,31,26,109,109,109,19,35,20,156,26,145,41,50,58,23,19,139,36,109,15,109,109,34,65,41,117,62,70,97,60,17
G4201010027100,2006-2010,Pennsylvania,42,Philadelphia County,101,27100,Census Tract 271, Philadelphia County, Pennsylvania,1511,654,83,0,0,0,0,0,29,11,257,16,117,30,99,12,0,0,857,33,0,25,0,0,23,0,84,305,89,83,118,71,26,0,0,142,114,53,109,109,109,109,109,29,17,144,24,70,38,66,19,109,109,106,31,109,31,109,109,26,109,68,88,81,48,59,48,30
G4201010027200,2006-2010,Pennsylvania,42,Philadelphia County,101,27200,Census Tract 272, Philadelphia County, Pennsylvania,3121,1217,0,0,0,0,15,13,0,23,492,94,228,135,115,69,24,9,1904,66,23,25,0,4,47,83,33,685,162,237,128,226,135,25,25,232,224,109,109,109,109,20,19,109,27,160,79,117,114,59,70,36,15,171,80,30,27,109,10,52,75,43,177,81,107,68,107,71
G4201010027300,2006-2010,Pennsylvania,42,Philadelphia County,101,27300,Census Tract 273, Philadelphia County, Pennsylvania,3835,1852,72,106,47,0,16,0,71,91,476,188,304,108,159,95,119,0,1983,127,42,13,160,18,77,19,96,535,71,262,190,297,76,0,0,358,219,80,104,54,109,25,109,61,75,169,108,148,78,98,77,113,109,243,91,67,22,121,28,66,29,73,195,77,126,117,127,83
G4201010027500,2006-2010,Pennsylvania,42,Philadelphia County,101,27500,Census Tract 275, Philadelphia County, Pennsylvania,2614,1113,48,21,0,21,39,11,16,36,380,100,153,69,195,10,0,14,1501,34,0,0,29,26,81,67,31,591,102,119,174,171,66,10,0,287,223,55,28,109,26,40,19,26,33,148,57,85,58,108,16,109,22,195,32,109,109,35,35,86,50,28,156,74,71,90,76,41
G4201010027600,2006-2010,Pennsylvania,42,Philadelphia County,101,27600,Census Tract 276, Philadelphia County, Pennsylvania,2513,1005,0,0,0,0,18,28,32,37,496,51,96,96,103,38,10,0,1508,0,0,0,10,18,72,136,93,465,171,225,40,201,45,8,24,188,166,109,109,109,109,27,46,41,35,129,42,67,84,66,53,16,109,152,109,109,109,16,29,58,93,69,137,78,102,49,99,42
G4201010027700,2006-2010,Pennsylvania,42,Philadelphia County,101,27700,Census Tract 277, Philadelphia County, Pennsylvania,2969,1146,0,25,4,9,36,56,211,15,515,68,147,16,14,30,0,0,1823,40,3,29,11,50,155,166,48,641,94,290,68,155,73,0,0,411,259,109,36,10,15,43,50,126,28,234,63,82,24,25,34,109,109,277,53,8,35,19,38,92,112,42,207,64,157,70,86,52
G4201010027800,2006-2010,Pennsylvania,42,Philadelphia County,101,27800,Census Tract 278, Philadelphia County, Pennsylvania,3221,1471,28,0,0,107,40,0,84,37,653,104,193,77,129,19,0,0,1750,0,23,27,66,15,63,29,99,727,114,201,52,284,50,0,0,398,329,43,109,109,94,46,109,57,41,291,130,128,60,99,31,109,109,261,109,37,45,58,25,60,35,82,236,115,142,64,153,58
G4201010028000,2006-2010,Pennsylvania,42,Philadelphia County,101,28000,Census Tract 280, Philadelphia County, Pennsylvania,3014,1141,8,0,22,13,35,45,47,22,725,74,97,53,0,0,0,0,1873,20,5,0,36,19,95,105,54,913,239,261,81,45,0,0,0,371,270,15,109,21,20,35,48,43,26,273,60,77,47,109,109,109,109,247,30,11,109,39,24,106,56,54,205,116,113,47,43,109
G4201010028100,2006-2010,Pennsylvania,42,Philadelphia County,101,28100,Census Tract 281, Philadelphia County, Pennsylvania,2364,952,23,0,0,24,11,90,82,7,292,79,279,36,0,0,29,0,1412,0,0,10,38,64,39,60,35,719,92,188,47,69,46,5,0,298,219,35,109,109,36,19,86,74,12,159,48,132,39,109,109,45,109,157,109,109,17,41,43,56,52,38,130,68,91,59,64,43
G4201010028200,2006-2010,Pennsylvania,42,Philadelphia County,101,28200,Census Tract 282, Philadelphia County, Pennsylvania,3067,1486,25,0,7,32,27,4,27,93,774,100,117,142,96,42,0,0,1581,12,0,21,2,0,35,63,72,610,106,223,174,217,34,12,0,348,249,33,109,10,27,34,9,34,74,217,81,68,87,46,34,109,109,229,18,109,23,1,109,31,58,59,137,91,96,101,130,39
G4201010031800,2006-2010,Pennsylvania,42,Philadelphia County,101,31800,Census Tract 318, Philadelphia County, Pennsylvania,2188,961,10,0,43,96,19,47,70,13,315,71,123,47,88,19,0,0,1227,27,36,0,39,0,0,19,24,688,88,130,53,59,29,23,12,192,178,15,109,46,77,26,60,49,21,122,80,80,48,62,31,109,109,151,32,51,109,60,109,109,22,26,155,58,69,49,49,40
G4201010031900,2006-2010,Pennsylvania,42,Philadelphia County,101,31900,Census Tract 319, Philadelphia County, Pennsylvania,2995,1492,0,21,29,0,73,48,133,72,701,98,121,42,91,51,12,0,1503,14,0,127,0,39,27,105,33,770,64,53,90,167,14,0,0,311,208,109,33,42,109,73,51,68,59,187,74,110,39,52,41,19,109,240,25,109,179,109,33,25,76,31,161,40,35,65,69,18
G4201010032000,2006-2010,Pennsylvania,42,Philadelphia County,101,32000,Census Tract 320, Philadelphia County, Pennsylvania,4694,2341,84,0,0,81,105,185,158,40,898,225,161,143,186,24,23,28,2353,73,0,24,41,178,185,86,0,1313,124,49,76,148,56,0,0,493,312,63,109,109,66,76,139,109,62,217,151,102,133,137,28,46,46,337,84,109,29,47,132,129,75,109,305,77,63,57,106,61
G4201010032100,2006-2010,Pennsylvania,42,Philadelphia County,101,32100,Census Tract 321, Philadelphia County, Pennsylvania,2505,1275,0,0,0,0,44,95,139,9,676,44,138,67,52,11,0,0,1230,8,12,78,11,27,38,145,13,545,51,114,150,27,0,11,0,262,216,109,109,109,109,60,74,71,14,194,39,85,49,38,18,109,109,194,16,19,78,17,21,34,93,27,127,57,97,100,27,109
G4201010032300,2006-2010,Pennsylvania,42,Philadelphia County,101,32300,Census Tract 323, Philadelphia County, Pennsylvania,1847,920,6,0,0,7,37,72,59,19,469,62,45,83,43,10,0,8,927,5,6,7,50,29,28,33,6,505,45,160,30,15,8,0,0,232,176,9,109,109,10,46,64,56,17,134,54,38,71,60,15,109,13,131,10,9,11,51,28,28,31,10,122,32,85,26,21,12
G4201010032500,2006-2010,Pennsylvania,42,Philadelphia County,101,32500,Census Tract 325, Philadelphia County, Pennsylvania,3378,1645,17,0,0,57,68,86,74,42,779,172,140,97,106,7,0,0,1733,45,0,23,22,0,99,101,71,694,72,191,209,130,49,5,22,288,202,27,109,109,55,69,56,63,47,180,101,99,68,77,12,109,109,239,37,109,35,27,109,72,72,55,161,50,104,135,82,50
G4201010032600,2006-2010,Pennsylvania,42,Philadelphia County,101,32600,Census Tract 326, Philadelphia County, Pennsylvania,4352,2037,0,14,0,37,167,101,78,85,1025,29,187,109,156,16,25,8,2315,15,0,0,47,81,218,193,74,1072,193,158,67,151,46,0,0,417,348,109,27,109,58,135,50,90,80,285,31,100,57,91,26,30,16,312,27,109,109,47,111,167,145,66,301,122,75,58,98,44
G4201010989100,2006-2010,Pennsylvania,42,Philadelphia County,101,989100,Census Tract 9891, Philadelphia County, Pennsylvania,5114,5056,15,46,34,171,227,493,829,147,2148,248,477,141,73,7,0,0,58,0,0,0,7,0,20,7,0,18,0,6,0,0,0,0,0,1000,1000,16,59,43,88,96,153,192,65,493,140,274,55,42,11,109,109,79,109,109,109,11,109,33,11,109,24,109,10,109,109,109
G4201010032900,2006-2010,Pennsylvania,42,Philadelphia County,101,32900,Census Tract 329, Philadelphia County, Pennsylvania,2725,1237,36,0,0,11,0,18,162,74,510,22,125,80,115,84,0,0,1488,27,0,0,36,27,120,73,32,591,136,195,172,55,24,0,0,222,130,33,109,109,18,109,28,99,53,137,24,66,64,87,79,109,109,162,27,109,109,33,25,68,44,28,134,75,75,90,37,27
G4201010033000,2006-2010,Pennsylvania,42,Philadelphia County,101,33000,Census Tract 330, Philadelphia County, Pennsylvania,4626,1962,0,0,8,30,14,144,285,110,1021,35,151,32,113,19,0,0,2664,8,0,0,26,74,150,129,42,1446,247,324,82,70,66,0,0,399,327,109,109,20,34,22,123,160,81,205,38,77,48,93,30,109,109,245,13,109,109,29,70,87,81,43,319,138,152,65,68,52
G4201010033200,2006-2010,Pennsylvania,42,Philadelphia County,101,33200,Census Tract 332, Philadelphia County, Pennsylvania,1864,841,15,0,0,0,9,14,11,0,376,23,95,52,200,46,0,0,1023,0,0,0,8,14,11,42,26,454,41,132,59,177,46,13,0,117,78,24,109,109,109,14,21,17,109,121,27,61,48,86,30,109,109,95,109,109,109,13,24,16,44,26,104,30,74,47,62,47
G4201010980300,2006-2010,Pennsylvania,42,Philadelphia County,101,980300,Census Tract 9803, Philadelphia County, Pennsylvania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109
G4201010035500,2006-2010,Pennsylvania,42,Philadelphia County,101,35500,Census Tract 355, Philadelphia County, Pennsylvania,5505,2736,0,43,0,114,43,74,66,65,1105,119,150,235,505,130,70,17,2769,40,21,14,61,0,143,21,65,1147,178,252,263,320,226,18,0,336,233,109,66,109,112,69,72,69,52,216,72,91,98,154,76,72,26,235,51,30,22,59,109,106,28,46,192,97,114,115,133,93
G4201010035800,2006-2010,Pennsylvania,42,Philadelphia County,101,35800,Census Tract 358, Philadelphia County, Pennsylvania,4541,2351,0,0,14,40,0,46,51,64,714,157,404,166,399,268,13,15,2190,20,8,0,79,0,58,41,44,636,139,159,252,524,187,43,0,240,187,109,109,22,51,109,43,45,51,169,97,178,120,145,103,22,23,190,34,15,109,71,109,48,42,46,146,84,87,121,167,94
G4201010035900,2006-2010,Pennsylvania,42,Philadelphia County,101,35900,Census Tract 359, Philadelphia County, Pennsylvania,3995,1814,0,16,0,22,14,0,43,28,710,171,245,125,298,76,13,53,2181,13,0,20,35,21,63,163,39,769,88,224,128,380,190,48,0,315,221,109,25,109,34,22,109,34,31,188,119,102,64,116,63,20,64,228,21,109,33,41,33,47,90,36,160,57,115,71,143,86
G4201010036000,2006-2010,Pennsylvania,42,Philadelphia County,101,36000,Census Tract 360, Philadelphia County, Pennsylvania,2646,966,15,0,80,30,0,0,48,14,270,53,115,89,164,44,25,19,1680,71,0,21,162,33,88,97,105,632,24,133,101,140,46,27,0,1191,185,25,109,115,34,109,109,36,17,107,37,67,47,90,27,33,28,1057,116,109,24,159,42,118,119,121,494,23,72,55,73,35
G4201010036100,2006-2010,Pennsylvania,42,Philadelphia County,101,36100,Census Tract 361, Philadelphia County, Pennsylvania,2693,1245,11,0,0,0,0,32,9,9,470,148,222,94,213,37,0,0,1448,23,0,0,16,0,42,50,28,766,90,130,147,123,26,0,7,213,143,19,109,109,109,109,28,15,14,125,76,99,76,106,29,109,109,126,37,109,109,18,109,36,36,28,175,53,64,91,67,28
G4201010036203,2006-2010,Pennsylvania,42,Philadelphia County,101,36203,Census Tract 362.03, Philadelphia County, Pennsylvania,3197,1533,18,0,0,12,28,33,33,61,688,91,185,85,180,97,11,11,1664,0,0,10,26,10,33,106,64,790,52,193,104,209,43,15,9,319,216,26,109,109,18,34,32,27,65,154,50,80,56,90,59,17,18,167,109,109,16,30,16,27,56,55,153,35,94,51,105,41
G4201010035302,2006-2010,Pennsylvania,42,Philadelphia County,101,35302,Census Tract 353.02, Philadelphia County, Pennsylvania,3311,1487,20,0,0,35,16,72,41,68,602,146,180,107,163,37,0,0,1824,22,12,0,0,17,90,31,34,1112,122,168,17,112,29,43,15,201,170,16,109,109,31,18,54,31,48,169,87,99,73,113,47,109,109,169,20,17,109,109,18,58,23,29,182,68,88,18,71,27
G4201010036201,2006-2010,Pennsylvania,42,Philadelphia County,101,36201,Census Tract 362.01, Philadelphia County, Pennsylvania,3569,1666,0,0,0,15,127,47,14,58,660,358,162,47,78,54,46,0,1903,0,0,22,15,18,85,94,92,729,296,89,149,264,50,0,0,248,174,109,109,109,24,66,42,22,50,157,164,88,45,58,51,41,109,211,109,109,35,25,20,47,54,71,148,125,80,91,122,47
G4201010036302,2006-2010,Pennsylvania,42,Philadelphia County,101,36302,Census Tract 363.02, Philadelphia County, Pennsylvania,2192,1034,0,0,0,0,16,76,9,9,517,99,160,35,78,13,9,13,1158,0,0,0,35,0,13,25,24,555,109,178,25,142,43,9,0,267,177,109,109,109,109,25,81,15,14,138,69,91,27,60,20,14,21,148,109,109,109,32,109,21,39,26,136,64,102,32,81,33
G4201010036900,2006-2010,Pennsylvania,42,Philadelphia County,101,36900,Census Tract 369, Philadelphia County, Pennsylvania,1937,1099,0,8,9,24,0,31,56,0,281,76,81,16,292,75,110,40,838,8,8,18,16,16,26,40,17,98,0,18,0,313,85,120,55,386,359,109,14,15,30,109,31,39,109,153,86,52,27,141,50,63,31,179,13,13,29,13,14,14,55,27,54,109,15,109,122,53
G4201010037300,2006-2010,Pennsylvania,42,Philadelphia County,101,37300,Census Tract 373, Philadelphia County, Pennsylvania,3847,1803,55,32,32,56,13,94,62,60,552,81,154,120,290,96,70,36,2044,34,16,59,28,7,50,52,70,775,61,95,255,365,80,30,67,559,303,38,46,29,39,22,63,45,41,178,50,71,124,104,57,43,35,352,32,21,54,25,10,67,43,60,156,46,53,220,163,68
G4201010037200,2006-2010,Pennsylvania,42,Philadelphia County,101,37200,Census Tract 372, Philadelphia County, Pennsylvania,3085,1411,45,0,0,22,21,57,12,67,589,81,84,61,228,111,23,10,1674,23,36,62,63,37,116,85,59,707,90,77,59,235,14,11,0,216,165,42,109,109,35,25,43,16,44,129,44,54,69,117,77,27,16,156,27,56,64,50,33,79,57,42,142,47,44,39,85,22
G4201010038300,2006-2010,Pennsylvania,42,Philadelphia County,101,38300,Census Tract 383, Philadelphia County, Pennsylvania,1657,812,58,77,77,83,42,8,70,7,258,44,57,8,14,9,0,0,845,0,62,43,41,87,7,0,80,385,21,58,61,0,0,0,0,261,213,85,79,106,65,58,14,87,13,97,51,61,15,22,17,109,109,143,109,49,42,36,71,12,109,62,110,25,64,64,109,109
G4201010039000,2006-2010,Pennsylvania,42,Philadelphia County,101,39000,Census Tract 390, Philadelphia County, Pennsylvania,4287,2002,0,0,0,73,34,340,74,98,829,77,104,85,197,43,0,48,2285,88,44,0,53,69,32,98,60,807,221,423,105,229,45,11,0,552,378,109,109,109,68,41,204,58,73,201,60,74,82,122,40,109,77,335,74,50,109,56,58,41,71,61,196,119,155,82,130,62
G4201010037800,2006-2010,Pennsylvania,42,Philadelphia County,101,37800,Census Tract 378, Philadelphia County, Pennsylvania,1502,704,31,0,0,24,86,24,15,30,273,51,67,34,61,8,0,0,798,0,19,0,34,70,17,81,20,194,25,56,92,142,37,11,0,282,203,39,109,109,36,107,26,23,35,116,40,51,33,40,12,109,109,160,109,29,109,37,66,22,59,22,88,26,51,59,118,34
G4201010037700,2006-2010,Pennsylvania,42,Philadelphia County,101,37700,Census Tract 377, Philadelphia County, Pennsylvania,1790,782,0,7,13,46,82,50,59,31,312,70,28,0,37,47,0,0,1008,53,0,0,15,79,34,43,19,552,82,9,74,37,11,0,0,294,179,109,12,21,45,84,43,56,39,124,54,35,109,40,48,109,109,280,51,109,109,19,67,54,38,22,170,95,13,56,35,19
